event_time,event_type,channel,category_code,price,user_id
2023-01-03 00:31:00,cart,Instagram,appliances.kitchen.refrigerators,350.53,392834
2023-01-02 04:54:00,view,Instagram,appliances.kitchen.refrigerators,49.34,887442
2023-01-13 15:47:00,view,Email,electronics.smartphone,922.88,293654
2023-01-07 00:40:00,view,Organic Search,appliances.kitchen.refrigerators,119.45,458290
2023-01-14 10:40:00,cart,Google Ads,computers.notebook,886.54,349321
2023-01-13 17:43:00,view,Instagram,computers.notebook,998.74,500781
2023-01-04 23:59:00,cart,Organic Search,electronics.smartphone,881.19,641775
2023-01-17 00:38:00,view,Organic Search,furniture.living_room.sofa,45.4,428855
2023-01-25 09:53:00,view,Organic Search,electronics.smartphone,688.18,105201
2023-01-08 17:11:00,view,Google Ads,appliances.kitchen.dishwasher,855.53,508358
2023-01-27 01:04:00,cart,Referral,computers.notebook,968.44,476149
2023-01-02 06:02:00,view,Email,appliances.kitchen.dishwasher,577.48,269047
2023-01-06 15:55:00,view,Google Ads,electronics.smartphone,566.69,566514
2023-01-06 15:20:00,cart,Email,appliances.kitchen.dishwasher,715.37,535289
2023-01-28 08:24:00,view,Instagram,computers.notebook,702.4,461687
2023-01-16 05:18:00,view,Referral,appliances.kitchen.refrigerators,575.42,843508
2023-01-15 04:45:00,cart,Google Ads,computers.notebook,974.65,823497
2023-01-22 01:06:00,view,Google Ads,furniture.living_room.sofa,887.61,324744
2023-01-12 13:26:00,view,Instagram,computers.notebook,894.09,460064
2023-01-22 13:45:00,cart,Organic Search,furniture.living_room.sofa,692.74,171872
2023-01-18 11:59:00,cart,Organic Search,furniture.living_room.sofa,484.6,321519
2023-01-30 03:36:00,cart,Google Ads,appliances.kitchen.refrigerators,397.39,280042
2023-01-12 08:51:00,view,Organic Search,appliances.kitchen.dishwasher,566.09,824095
2023-01-09 05:15:00,view,Referral,appliances.kitchen.refrigerators,662.2,107605
2023-01-02 10:09:00,view,Organic Search,electronics.smartphone,330.33,477211
2023-01-22 22:56:00,view,Referral,computers.notebook,418.97,358228
2023-01-27 12:31:00,view,Google Ads,appliances.kitchen.dishwasher,626.5,484502
2023-01-15 12:52:00,view,Google Ads,furniture.living_room.sofa,339.05,274672
2023-01-21 17:35:00,view,Email,computers.notebook,190.76,551484
2023-01-05 23:18:00,view,Organic Search,appliances.kitchen.refrigerators,834.51,291573
2023-01-30 20:56:00,purchase,Referral,appliances.kitchen.dishwasher,475.8,348587
2023-01-06 03:20:00,view,Instagram,computers.notebook,239.08,728827
2023-01-30 14:42:00,view,Google Ads,appliances.kitchen.dishwasher,493.6,628974
2023-01-11 12:31:00,cart,Instagram,furniture.living_room.sofa,622.04,523979
2023-01-01 19:14:00,purchase,Email,furniture.living_room.sofa,563.71,730528
2023-01-04 02:59:00,cart,Google Ads,appliances.kitchen.refrigerators,283.76,752946
2023-01-05 08:55:00,cart,Referral,appliances.kitchen.refrigerators,374.7,312864
2023-01-09 11:03:00,view,Instagram,furniture.living_room.sofa,218.65,801089
2023-01-21 08:19:00,cart,Google Ads,furniture.living_room.sofa,684.45,244149
2023-01-09 22:34:00,view,Google Ads,computers.notebook,377.37,296639
2023-01-23 17:11:00,view,Organic Search,furniture.living_room.sofa,650.35,275782
2023-01-04 20:19:00,view,Organic Search,appliances.kitchen.dishwasher,502.13,114814
2023-01-30 10:45:00,cart,Organic Search,computers.notebook,715.84,366108
2023-01-02 18:37:00,view,Organic Search,appliances.kitchen.dishwasher,789.49,513473
2023-01-27 15:20:00,view,Instagram,furniture.living_room.sofa,244.65,985601
2023-01-12 10:42:00,view,Google Ads,appliances.kitchen.refrigerators,945.98,904129
2023-01-02 12:40:00,view,Organic Search,computers.notebook,341.08,293521
2023-01-03 01:21:00,cart,Referral,appliances.kitchen.dishwasher,640.01,519597
2023-01-15 19:57:00,view,Instagram,appliances.kitchen.refrigerators,475.15,263047
2023-01-09 07:29:00,view,Email,appliances.kitchen.dishwasher,489.38,662405
2023-01-02 23:49:00,view,Email,furniture.living_room.sofa,586.14,995663
2023-01-20 21:23:00,view,Email,electronics.smartphone,901.92,842687
2023-01-18 04:16:00,view,Instagram,appliances.kitchen.refrigerators,642.33,795880
2023-01-27 17:07:00,cart,Google Ads,appliances.kitchen.dishwasher,924.72,504039
2023-01-17 04:48:00,view,Instagram,appliances.kitchen.dishwasher,378.54,730314
2023-01-18 23:16:00,view,Google Ads,furniture.living_room.sofa,905.3,965339
2023-01-15 18:55:00,view,Google Ads,appliances.kitchen.dishwasher,122.78,558933
2023-01-03 18:27:00,cart,Instagram,appliances.kitchen.refrigerators,757.93,428786
2023-01-16 13:19:00,cart,Email,appliances.kitchen.refrigerators,621.19,863994
2023-01-24 14:26:00,view,Instagram,computers.notebook,661.05,155628
2023-01-15 12:00:00,view,Google Ads,appliances.kitchen.refrigerators,688.49,273721
2023-01-04 06:55:00,view,Email,furniture.living_room.sofa,845.17,961824
2023-01-04 03:55:00,view,Google Ads,computers.notebook,271.55,295213
2023-01-30 02:34:00,view,Google Ads,furniture.living_room.sofa,771.76,195834
2023-01-29 08:18:00,view,Google Ads,appliances.kitchen.dishwasher,888.0,162478
2023-01-14 18:30:00,view,Instagram,appliances.kitchen.refrigerators,207.27,613162
2023-01-13 02:29:00,view,Google Ads,furniture.living_room.sofa,305.85,122237
2023-01-05 18:53:00,view,Google Ads,computers.notebook,807.16,534586
2023-01-10 23:33:00,view,Organic Search,computers.notebook,139.72,950678
2023-01-03 09:16:00,cart,Organic Search,furniture.living_room.sofa,227.05,775324
2023-01-07 01:54:00,purchase,Email,appliances.kitchen.dishwasher,231.15,409062
2023-01-08 09:57:00,purchase,Referral,electronics.smartphone,817.3,441463
2023-01-05 02:15:00,view,Google Ads,appliances.kitchen.refrigerators,617.83,922913
2023-01-14 16:58:00,cart,Instagram,electronics.smartphone,363.44,387650
2023-01-22 08:26:00,cart,Instagram,appliances.kitchen.dishwasher,947.69,268388
2023-01-23 11:12:00,view,Email,electronics.smartphone,267.29,577580
2023-01-28 15:10:00,cart,Email,furniture.living_room.sofa,635.69,871063
2023-01-30 02:39:00,view,Google Ads,electronics.smartphone,583.41,883794
2023-01-04 21:20:00,view,Organic Search,computers.notebook,247.64,457553
2023-01-21 05:24:00,view,Email,appliances.kitchen.refrigerators,475.89,952712
2023-01-20 04:43:00,view,Google Ads,electronics.smartphone,469.3,128292
2023-01-29 07:24:00,cart,Organic Search,computers.notebook,637.44,944897
2023-01-07 06:07:00,view,Instagram,furniture.living_room.sofa,891.86,739565
2023-01-26 23:30:00,view,Instagram,furniture.living_room.sofa,419.9,315599
2023-01-29 02:07:00,view,Google Ads,electronics.smartphone,509.56,889485
2023-01-06 16:48:00,view,Email,computers.notebook,818.96,939132
2023-01-13 21:49:00,cart,Google Ads,computers.notebook,668.46,809108
2023-01-13 02:53:00,view,Email,appliances.kitchen.dishwasher,68.97,858910
2023-01-26 03:32:00,view,Referral,furniture.living_room.sofa,687.47,963255
2023-01-23 15:55:00,view,Google Ads,furniture.living_room.sofa,527.65,951911
2023-01-24 11:48:00,view,Organic Search,appliances.kitchen.refrigerators,251.59,936055
2023-01-13 23:51:00,cart,Instagram,electronics.smartphone,339.17,428561
2023-01-03 09:00:00,cart,Referral,furniture.living_room.sofa,856.08,236174
2023-01-22 16:16:00,cart,Google Ads,electronics.smartphone,683.8,273030
2023-01-01 05:01:00,view,Google Ads,furniture.living_room.sofa,842.45,952473
2023-01-01 11:39:00,purchase,Email,appliances.kitchen.dishwasher,638.21,735036
2023-01-01 03:10:00,view,Email,appliances.kitchen.dishwasher,631.73,200290
2023-01-08 06:52:00,purchase,Email,electronics.smartphone,198.43,652904
2023-01-25 19:43:00,view,Organic Search,appliances.kitchen.refrigerators,738.68,409675
2023-01-05 05:42:00,cart,Organic Search,electronics.smartphone,803.67,132306
2023-01-14 17:38:00,cart,Organic Search,appliances.kitchen.refrigerators,93.92,712218
2023-01-19 12:01:00,cart,Google Ads,appliances.kitchen.refrigerators,22.93,781168
2023-01-25 00:24:00,purchase,Email,appliances.kitchen.refrigerators,250.78,430324
2023-01-23 17:45:00,purchase,Email,electronics.smartphone,133.08,531585
2023-01-17 00:53:00,view,Google Ads,computers.notebook,649.45,307571
2023-01-01 09:29:00,purchase,Google Ads,appliances.kitchen.dishwasher,749.01,830811
2023-01-27 12:50:00,view,Referral,furniture.living_room.sofa,746.75,962314
2023-01-25 01:43:00,purchase,Instagram,electronics.smartphone,728.24,189818
2023-01-26 10:31:00,view,Email,appliances.kitchen.dishwasher,429.73,282875
2023-01-06 04:15:00,view,Organic Search,computers.notebook,881.77,549481
2023-01-03 18:54:00,view,Google Ads,appliances.kitchen.dishwasher,609.33,507065
2023-01-08 16:53:00,cart,Email,furniture.living_room.sofa,697.95,204124
2023-01-13 13:10:00,view,Instagram,appliances.kitchen.refrigerators,715.99,510439
2023-01-25 20:17:00,view,Google Ads,appliances.kitchen.refrigerators,538.32,260931
2023-01-12 11:38:00,view,Instagram,furniture.living_room.sofa,239.51,168373
2023-01-08 10:49:00,view,Instagram,computers.notebook,35.58,745735
2023-01-24 17:37:00,view,Email,furniture.living_room.sofa,554.93,322457
2023-01-01 13:04:00,cart,Google Ads,appliances.kitchen.refrigerators,739.78,459026
2023-01-20 06:31:00,view,Email,appliances.kitchen.refrigerators,878.41,707996
2023-01-29 09:04:00,view,Google Ads,computers.notebook,473.31,268984
2023-01-29 00:08:00,view,Organic Search,furniture.living_room.sofa,454.09,281754
2023-01-09 16:53:00,cart,Google Ads,computers.notebook,130.41,578167
2023-01-28 20:31:00,view,Google Ads,computers.notebook,234.88,650091
2023-01-28 18:14:00,cart,Google Ads,furniture.living_room.sofa,574.21,825252
2023-01-05 00:41:00,cart,Instagram,furniture.living_room.sofa,232.12,989147
2023-01-14 07:50:00,cart,Google Ads,computers.notebook,165.63,915576
2023-01-27 21:54:00,cart,Instagram,appliances.kitchen.dishwasher,71.65,385371
2023-01-21 13:12:00,view,Organic Search,appliances.kitchen.refrigerators,313.5,902942
2023-01-08 09:27:00,view,Google Ads,furniture.living_room.sofa,514.8,247500
2023-01-07 01:16:00,view,Instagram,appliances.kitchen.refrigerators,523.36,161376
2023-01-17 05:15:00,view,Google Ads,computers.notebook,199.89,390253
2023-01-16 06:49:00,cart,Instagram,computers.notebook,100.17,133635
2023-01-17 22:16:00,cart,Instagram,computers.notebook,12.84,650037
2023-01-04 07:40:00,view,Google Ads,electronics.smartphone,413.98,865203
2023-01-02 15:28:00,cart,Referral,electronics.smartphone,66.27,661740
2023-01-09 08:39:00,view,Google Ads,appliances.kitchen.refrigerators,339.99,978567
2023-01-05 14:55:00,view,Google Ads,furniture.living_room.sofa,936.59,819452
2023-01-29 10:21:00,view,Organic Search,electronics.smartphone,640.32,450216
2023-01-04 02:55:00,cart,Organic Search,furniture.living_room.sofa,839.37,656513
2023-01-08 13:33:00,view,Google Ads,appliances.kitchen.dishwasher,217.3,563152
